id,site,nom,version,trad_version,lien_trad,statut,tags,type_moteur,traducteur,relecteur,type_trad,ac,image_url,trad_url,translator_url
158858,F95z,-u4ia-,Season 1,Season 1,Traduction,EN COURS,"3dcg, ahegao, anal sex, animated, big ass, big tits, creampie, dating sim, groping, lesbian, male protagonist, milf, multiple penetration, oral sex, point & click, romance, sandbox, sex toys, stripping, teasing, vaginal sex, voyeurism",RenPy,Blackviper_,,Traduction Humaine,true,https://attachments.f95zone.to/2023/08/2890426_1692605185001.png,,
18701,F95z,"¡Ay, Caramba!",v0.02,v0.02,Traduction,ABANDONNÉ,"2dcg, groping, male protagonist, parody",RenPy,andric31,,Traduction Automatique,true,https://attachments.f95zone.to/2018/09/167890_mr.png,,
128596,F95z,(D)Fraction,v0.01,v0.01,Traduction,ABANDONNÉ,"3dcg, animated, big tits, corruption, male protagonist, masturbation, pov, romance, vaginal sex",RenPy,andric31,,Traduction Automatique,true,https://attachments.f95zone.to/2022/09/2044251_fullcover.png,,
112971,F95z,12 Goddesses,v0.15,v0.14,Traduction,EN COURS,"3dcg, adventure, animated, big ass, big tits, fantasy, female domination, groping, handjob, harem, humor, male domination, male protagonist, milf, mobile game, oral sex, superpowers, vaginal sex, virgin, voiced",RenPy,A7up Red,,Traduction Automatique,true,https://attachments.f95zone.to/2022/05/1824043_banner_patreon_3.jpg,,
191836,F95z,13 Games' Project Sampler,v1.0,v1.0,Traduction,TERMINÉ,"3dcg, adventure, animated, creampie, fantasy, horror, monster girl, multiple protagonist, vaginal sex, virgin",RenPy,Fx_oO7,,Traduction Automatique,true,https://attachments.f95zone.to/2024/02/3355476_13_Games.png,,
189343,F95z,134:Police,v0.1.1,v0.1.1,Traduction,ABANDONNÉ,"2dcg, animated, big ass, big tits, creampie, exhibitionism, fantasy, female domination, female protagonist, male domination, male protagonist, milf, mobile game, oral sex, sandbox, vaginal sex, voyeurism",RenPy,Fx_oO7,,Traduction Automatique,true,https://attachments.f95zone.to/2024/01/3297016_Cover.jpg,,
166582,F95z,14 Days of Desire,Final,Final,Traduction,TERMINÉ,"3dcg, bdsm, big ass, big tits, cosplay, creampie, dating sim, exhibitionism, futa/trans, groping, handjob, interracial, male protagonist, milf, oral sex, romance, sandbox, stripping, teasing, vaginal sex, voyeurism",RenPy,LeRebel71,,Traduction Automatique,true,https://attachments.f95zone.to/2023/07/2779346_1688882073766.jpeg,,
90568,F95z,16 Years Later!,Ep.15,Ep.15,Traduction,ABANDONNÉ,"3dcg, anal sex, animated, big ass, big tits, cheating, corruption, creampie, dilf, female domination, footjob, groping, handjob, harem, interracial, male domination, male protagonist, milf, mobile game, oral sex, pov, romance, spanking, teasing, titfuck, vaginal sex, virgin, voyeurism",RenPy,Frelon71,,Traduction Automatique,true,https://attachments.f95zone.to/2021/08/1362112_1362105_ES0001.jpg,,
141876,F95z,2069: A Space Sextasy,v0.5-0,v0.5-0,Traduction,EN COURS,"3dcg, animated, big ass, big tits, male protagonist, masturbation, monster girl, parody, point & click, sandbox, sci-fi, sex toys, vaginal sex",RenPy,Fx_oO7,,Traduction Automatique,true,https://attachments.f95zone.to/2022/12/2280575_7lY24U.jpg,,
76819,F95z,23 Sisters,v1.0 Final,v1.0 Final,Traduction,TERMINÉ,"3dcg, adventure, ahegao, anal sex, animated, creampie, harem, humor, interracial, lactation, lesbian, male protagonist, monster girl, oral sex, pregnancy, sci-fi, vaginal sex",RenPy,Frelon71,,Traduction Humaine,true,https://attachments.f95zone.to/2022/01/1609529_23Sisters-2.png,,
66695,F95z,"2nd Chance Season 2, Text-Based",v1.1,v1.1,Traduction,TERMINÉ,"3dcg, anal sex, bdsm, cheating, corruption, creampie, dating sim, dilf, exhibitionism, footjob, group sex, male domination, male protagonist, mobile game, multiple endings, multiple protagonist, oral sex, romance, text based, vaginal sex, virgin",RenPy,LeRebel71,,Traduction Humaine,true,https://attachments.f95zone.to/2020/11/921866_F95.png,,
60415,F95z,"2nd Chance, Text-based",v1.0 Bugfix,v1.0 Bugfix,Traduction,TERMINÉ,"3dcg, anal sex, bdsm, cheating, corruption, creampie, dating sim, dilf, exhibitionism, footjob, group sex, humiliation, lesbian, male domination, male protagonist, masturbation, mobile game, multiple endings, multiple protagonist, netorare, oral sex, romance, sex toys, spanking, teasing, text based, titfuck, vaginal sex, virgin, voyeurism",RenPy,LeRebel71,,Traduction Semi-Automatique,true,https://attachments.f95zone.to/2023/07/2760142_test_banner_004.png,,
239390,F95z,3 Days in Another World,v1.0,v1.0,Traduction,TERMINÉ,"2dcg, ai cg, big ass, big tits, exhibitionism, fantasy, female domination, male domination, male protagonist, masturbation, multiple endings, oral sex",RenPy,andric31,,Traduction Automatique,true,https://attachments.f95zone.to/2025/01/4433910_header.jpg,,
67553,F95z,3001: A MILF Odyssey,S1 Final,S1 Final,Traduction,TERMINÉ,"3dcg, adventure, anal sex, animated, big ass, big tits, fantasy, female domination, harem, lesbian, male domination, male protagonist, milf, oral sex, parody, pregnancy, religion, sci-fi, swinging, vaginal sex, voyeurism",RenPy,Fx_oO7,,Traduction Semi-Automatique,false,https://attachments.f95zone.to/2022/04/1779920_MilfOdyssey8.jpg,,
67553,F95z,3001: A MILF Odyssey,S2 v0.1.3,S2 v0.1.3,Traduction,ABANDONNÉ,"3dcg, adventure, anal sex, animated, big ass, big tits, fantasy, female domination, harem, lesbian, male domination, male protagonist, milf, oral sex, parody, pregnancy, religion, sci-fi, swinging, vaginal sex, voyeurism",RenPy,Fx_oO7,,Traduction Automatique,true,https://attachments.f95zone.to/2022/04/1779920_MilfOdyssey8.jpg,,
91182,F95z,4 Years in Tehran,BurnedTrust,BurnedTrust,Traduction,EN COURS,"3dcg, anal sex, big ass, big tits, corruption, creampie, exhibitionism, female protagonist, gay, graphic violence, groping, handjob, interracial, masturbation, oral sex, teasing, urination",RenPy,andric31,,Traduction Automatique,true,https://attachments.f95zone.to/2021/09/1426012_image_2021-09-13_12-28-40.png,,
239181,F95z,60 Days Of Us,EA Build 2,EA Build 2,Traduction,EN COURS,"3dcg, animated, creampie, dystopian setting, graphic violence, group sex, horror, male protagonist, oral sex, vaginal sex",RenPy,Frelon31,,Traduction Semi-Automatique,true,https://attachments.f95zone.to/2025/01/4428826_Banner.png,,
58275,F95z,7 Islands Domain,v1.0 Public,v1.0 Public,Traduction,TERMINÉ,"3dcg, adventure, anal sex, big ass, big tits, exhibitionism, groping, humiliation, male protagonist, milf, mobile game, romance, sandbox, teasing, vaginal sex, voiced, voyeurism",RenPy,LeRebel71,,Traduction Semi-Automatique,true,https://attachments.f95zone.to/2020/08/777464_7-islands-domain_banner.jpg,,
65435,F95z,A Big Family in Debt,v0.1.1,v0.1.1,Traduction,ABANDONNÉ,"3dcg, lesbian, male protagonist, mobile game, netorare, romance, sandbox, teasing",RenPy,andric31,,Traduction Automatique,true,https://attachments.f95zone.to/2020/10/897611_1604139951462.png,,
22767,F95z,A Christmas Tradition,Final,Final,Traduction,TERMINÉ,"3dcg, animated, cosplay, fantasy, male protagonist, romance",RenPy,andric31,,Traduction Automatique,true,https://attachments.f95zone.to/2018/12/218108_CT_game_menu.png,,
94927,F95z,A Date With Emily,Final,Final,Traduction,TERMINÉ,"3dcg, big tits, creampie, groping, handjob, male protagonist, oral sex, teasing, vaginal sex",RenPy,andric31,,Traduction Automatique,true,https://attachments.f95zone.to/2021/09/1437602_COVER_ART.png,,
170451,F95z,A Day at the Spa,v0.96,v0.96,Traduction,EN COURS,"3dcg, animated, creampie, groping, group sex, handjob, harem, humor, male protagonist, masturbation, multiple endings, oral sex, romance, vaginal sex, virgin, voyeurism",RenPy,Fx_oO7,,Traduction Automatique,true,https://attachments.f95zone.to/2023/08/2861173_OpeningLOGO.jpg,,
136662,F95z,A Detective's Way,Ch.1 Full,Ch.1 Full,Traduction,ABANDONNÉ,"3dcg, corruption, exhibitionism, female protagonist, group sex, handjob, interracial, lesbian, masturbation, multiple protagonist, oral sex, romance, teasing, vaginal sex, voyeurism",RenPy,Fx_oO7,,Traduction Automatique,true,https://attachments.f95zone.to/2022/11/2179969_header.png,,
11800,F95z,A Different Summer,Ep. 1-7,Ep. 1-7,Traduction,EN COURS,"3dcg, anal sex, animated, big ass, big tits, handjob, interracial, kinetic novel, lesbian, male protagonist, masturbation, milf, netorare, oral sex, teasing, vaginal sex",RenPy,Joelurmel,,Traduction Humaine,true,https://attachments.f95zone.to/2023/12/3191170_image.png,,
82071,F95z,A Diplomatic Mission,v0.1,v0.1,Traduction,TERMINÉ,"3dcg, adventure, bdsm, big ass, big tits, female protagonist, kinetic novel, multiple penetration, oral sex, parody, sci-fi, sex toys, vaginal sex",RenPy,Turpez,,Traduction Humaine,true,https://attachments.f95zone.to/2021/05/1209447_1209096_bonus_swbanner3.png,,
132629,F95z,A Failure to Launch,v0.2.1,v0.2.1,Traduction,ABANDONNÉ,"3dcg, anal sex, bdsm, big ass, big tits, cheating, dating sim, exhibitionism, female domination, futa/trans, groping, humiliation, interracial, male protagonist, milf, oral sex, romance, sex toys, sissification, spanking, teasing, vaginal sex, voyeurism",RenPy,Fx_oO7,,Traduction Automatique,true,https://attachments.f95zone.to/2022/10/2102525_cover3.jpg,,
24965,F95z,A Family Venture,v0.09 v3 Supporter,v0.09 v3 Supporter,Traduction,EN COURS,"3dcg, anal sex, animated, bdsm, big ass, big tits, corruption, cosplay, creampie, exhibitionism, footjob, groping, handjob, humiliation, male domination, male protagonist, masturbation, milf, netorare, oral sex, point & click, pregnancy, sandbox, sex toys, spanking, stripping, titfuck, trainer, vaginal sex, virgin, voyeurism",RenPy,Frelon71,,Traduction Automatique,true,https://attachments.f95zone.to/2023/05/2660804_FamilyVentureBanner.jpg,,
78662,F95z,A Fantasy Life,v0.1,v0.1,Traduction,ABANDONNÉ,"3dcg, big ass, corruption, kinetic novel, male protagonist, milf, vaginal sex",RenPy,andric31,,Traduction Automatique,true,https://attachments.f95zone.to/2021/04/1144947_1143370_ultima.png,,
106180,F95z,A Father's Sins,Ch.49,Ch.41,Traduction,EN COURS,"3dcg, animated, corruption, exhibitionism, fantasy, graphic violence, handjob, horror, lesbian, male protagonist, milf, mobile game, oral sex, prostitution, religion, romance, superpowers, titfuck, voyeurism",RenPy,Frelon31,,Traduction Automatique,true,https://attachments.f95zone.to/2025/01/4467718_A_Fathers_Sins_2.jpg,,
56050,F95z,A Favor For A Friend,Final,Final,Traduction,TERMINÉ,"3dcg, animated, female protagonist, mobile game, netorare, teasing",RenPy,Franky28,,Traduction Humaine,true,https://attachments.f95zone.to/2020/07/732825_main.png,,
62947,F95z,A Few Days,Final Bugfixed,Final Bugfixed,Traduction,TERMINÉ,"3dcg, anal sex, animated, group sex, humor, lesbian, male protagonist, milf, multiple penetration, point & click, sandbox, sex toys, urination, vaginal sex, virgin",RenPy,LeRebel71,,Traduction Humaine,true,https://attachments.f95zone.to/2021/06/1245820_banner.jpg,,
135123,F95z,A Foreign World,Ep.9,Ep.7.5,Traduction,EN COURS,"3dcg, animated, big ass, big tits, fantasy, group sex, handjob, harem, male protagonist, superpowers, teasing, vaginal sex, virgin",RenPy,Eternal_Pixel,,Traduction Automatique,true,https://attachments.f95zone.to/2025/04/4743043_Patreon-Banner_06.png,,
167577,F95z,A Fresh Start,Halloween Minigame,Halloween Minigame,Traduction,ABANDONNÉ,"3dcg, big tits, handjob, male protagonist, masturbation, milf, oral sex, teasing, vaginal sex",RenPy,Fx_oO7,,Traduction Automatique,true,https://attachments.f95zone.to/2023/07/2800140_Banner.jpg,,
73652,F95z,A Ghostly Desire,v0.8 Alpha,v0.8 Alpha,Traduction,EN COURS,"3dcg, adventure, anal sex, animated, handjob, male protagonist, masturbation, milf, point & click, sandbox, vaginal sex, voyeurism",RenPy,andric31,,Traduction Automatique,true,https://attachments.f95zone.to/2022/06/1893989_img_banner_dayna_wide.jpg,,
356,LewdCorner,A Girl on a Train,v1.0,v1.0,Traduction,TERMINÉ,"3dcg, animated, creampie, exhibitionism, group sex, kinetic novel, lesbian, male protagonist, masturbation, mobile game, oral sex, teasing, vaginal sex, virgin",RenPy,Frelon71,,Traduction Humaine,false,https://attachments.f95zone.to/2022/04/1783405_AGOAT_Wide.jpg,,
11830,F95z,A Happy Marriage,v1.0,v1.0,Traduction,TERMINÉ,"3dcg, anal sex, cheating, female protagonist, handjob, interracial, lesbian, masturbation, oral sex, stripping, swinging, vaginal sex, voyeurism",RenPy,LeRebel71,,Traduction Semi-Automatique,true,https://attachments.f95zone.to/2019/05/322242_ahappym_finaltexted.png,,
219059,F95z,A Heartfelt Visit,Ch.3,Ch.3,Traduction,ABANDONNÉ,"3dcg, animated, big ass, big tits, cheating, groping, humor, male protagonist, milf, mobile game, oral sex, pov, romance, sandbox, teasing, vaginal sex, voyeurism",RenPy,andric31,,Traduction Automatique,true,https://attachments.f95zone.to/2024/08/3915166_banner.jpg,,
29627,F95z,A House in the Rift,v0.8.08r1,v0.8.06r1,Traduction,EN COURS,"3dcg, anal sex, animated, bdsm, big tits, creampie, fantasy, female domination, footjob, groping, group sex, handjob, harem, lesbian, male domination, male protagonist, mobile game, monster girl, multiple penetration, oral sex, pov, romance, sandbox, sex toys, spanking, teasing, titfuck, vaginal sex, virgin",RenPy,Frelon31,,Traduction Automatique,true,https://attachments.f95zone.to/2021/09/1419942_0_5_9.png,,
35814,F95z,A Knight's Tale,v0.36 SE,v0.36 SE,Traduction,TERMINÉ,"3dcg, anal sex, animated, creampie, exhibitionism, groping, group sex, handjob, harem, lesbian, male protagonist, masturbation, multiple penetration, oral sex, pregnancy, sex toys, teasing, titfuck, vaginal sex, virgin",RenPy,LeRebel71,,Traduction Semi-Automatique,true,https://attachments.f95zone.to/2021/11/1502116_1501243_b25.png,,
80170,F95z,A Long Journey,v0.9.4,v0.9.4,Traduction,EN COURS,"3dcg, anal sex, animated, big ass, big tits, creampie, footjob, male protagonist, masturbation, milf, mobile game, oral sex, sandbox, sci-fi, teasing, titfuck, vaginal sex, voyeurism",Unity,Tulrek,,Traduction Semi-Automatique,true,https://attachments.f95zone.to/2021/04/1173963_1132932_ALJ_Header_BIG.png,,
50517,F95z,A Long Sweet Journey,Ep.4,Ep.4,Traduction,TERMINÉ,"anal sex, animated, handjob, male protagonist, oral sex, pov, real porn, sandbox, vaginal sex",RenPy,DarckBest,,Traduction Automatique,true,https://attachments.f95zone.to/2020/07/733628_main_menu.png,,
210143,F95z,A Loving Family,Ep. 1,Ep. 1,Traduction,TERMINÉ,"3dcg, anal sex, animated, creampie, male protagonist, oral sex, sandbox, vaginal sex",RenPy,LeRebel71,,Traduction Semi-Automatique,true,https://attachments.f95zone.to/2024/05/3707797_cover_image.jpg,,
65913,F95z,A Man for All,Ep.17,Ep.17,Traduction,EN COURS,"3dcg, animated, bdsm, creampie, dating sim, footjob, groping, group sex, handjob, harem, humor, interracial, male protagonist, milf, oral sex, romance, stripping, teasing, vaginal sex, virgin",RenPy,Frelon71,,Traduction Automatique,true,https://attachments.f95zone.to/2023/12/3243273_f95_banner_05.jpg,,
113727,F95z,A Moment of Bliss,v5.0.1 Final,v5.0.1 Final,Traduction,TERMINÉ,"3dcg, animated, creampie, harem, kinetic novel, lesbian, male protagonist, mobile game, oral sex, romance, teasing, vaginal sex",RenPy,Frelon71,,Traduction Semi-Automatique,true,https://attachments.f95zone.to/2022/04/1775097_1649713063661.png,,
34015,F95z,A New Beginning,v1.0,v1.0,Traduction,ABANDONNÉ,"2dcg, male protagonist, masturbation, oral sex, vaginal sex",RenPy,Fx_oO7,,Traduction Automatique,true,https://attachments.f95zone.to/2019/07/370278_main_menu.jpg,,
58797,F95z,A New Beginning,Ch. 1-12,Ch. 1-12,Traduction,TERMINÉ,"3dcg, big tits, harem, kinetic novel, lesbian, male protagonist, oral sex, pregnancy, vaginal sex",RenPy,Nemerof,,Traduction Automatique,true,https://attachments.f95zone.to/2021/05/1211644_pic0283.9.jpg,,
10120,F95z,A New Home,v0.5,v0.5,Traduction,TERMINÉ,"3dcg, anal sex, animated, creampie, groping, group sex, harem, lesbian, male protagonist, masturbation, milf, mobile game, oral sex, pregnancy, romance, vaginal sex, virgin",RenPy,LeRebel71,,Traduction Humaine,true,https://attachments.f95zone.to/2018/06/129078_Banner.png,,
10120,F95z,A New Home,Vol.1,Vol.1,Traduction,TERMINÉ,"3dcg, anal sex, animated, creampie, groping, group sex, harem, lesbian, male protagonist, masturbation, milf, mobile game, oral sex, pregnancy, romance, vaginal sex, virgin",RenPy,LeRebel71,,Traduction Humaine,false,https://attachments.f95zone.to/2018/06/129078_Banner.png,,
225317,F95z,A Night Out,v1.0,v1.0,Traduction,TERMINÉ,"3dcg, ahegao, animated, bdsm, big ass, big tits, handjob, kinetic novel, male domination, male protagonist, oral sex, pov, teasing, vaginal sex",RenPy,Rory-Mercury91,,Traduction Semi-Automatique,true,https://attachments.f95zone.to/2024/09/4061419_COVER2.png,,
216374,F95z,A Night to Remember,Demo,Demo,Traduction,EN COURS,"3dcg, animated, big ass, big tits, groping, male protagonist, masturbation, milf",RenPy,andric31,,Traduction Automatique,true,https://attachments.f95zone.to/2024/07/3850489_1720847939389.png,,
52470,F95z,A Night with a Bat Girl,v1.0,v1.0,Traduction,TERMINÉ,"2dcg, anal sex, creampie, male protagonist, mobile game, multiple endings, oral sex, romance, stripping, vaginal sex",RenPy,andric31,,Traduction Automatique,true,https://attachments.f95zone.to/2020/05/674030_screenshot.1.png,,
210231,F95z,A Night with Babysitter,v1.0,v1.0,Traduction,TERMINÉ,"3dcg, animated, groping, handjob, humor, male protagonist, mobile game, multiple endings, oral sex, teasing, vaginal sex, voyeurism",RenPy,RoadRenegat,,Traduction Humaine,true,https://attachments.f95zone.to/2024/05/3709795_k7aDPJ.png,,
774,F95z,A night with Sara,1.6/1.10,Intégrée,Intégrée,TERMINÉ,"3dcg, big tits, oral sex",HTLM,,,Traduction Humaine,false,https://66.media.tumblr.com/41533b454de0917698a5cee29d17e652/tumblr_myl9p1wvqT1to3x1to1_1280.png,,
219265,F95z,A Night With: Bartender,Final,Final,Traduction,TERMINÉ,"2dcg, ai cg, anal sex, creampie, male protagonist, mobile game, oral sex, romance, vaginal sex",RenPy,andric31,,Traduction Automatique,true,https://attachments.f95zone.to/2024/08/3920042_Cover.png,,
223806,F95z,A Night With: Spirit,Final,Final,Traduction,TERMINÉ,"ai cg, big ass, big tits, cosplay, creampie, male protagonist, monster girl, oral sex, vaginal sex",RenPy,andric31,,Traduction Automatique,true,https://attachments.f95zone.to/2024/09/4027441_1725548515954.jpeg,,
232653,F95z,A Night With: Succubus,Final,Final,Traduction,TERMINÉ,"2d game, 2dcg, ai cg, big ass, big tits, creampie, handjob, male protagonist, monster girl, oral sex, vaginal sex",RenPy,Fx_oO7,,Traduction Automatique,true,https://attachments.f95zone.to/2024/11/4250283_A-Night-With-Succubus-Uncensored.jpg,,
70647,F95z,A Pact with the Devil,v0.3,Intégrée,Intégrée,ABANDONNÉ,"2dcg, adventure, big tits, corruption, creampie, handjob, internal view, male protagonist, oral sex, parody, point & click, vaginal sex, voyeurism",Unity,,━ ₭úʍᾰ :･ﾟ✧,Traduction Humaine,true,https://attachments.f95zone.to/2021/01/1006743_title_f95.png,,
87472,F95z,A Petal Among Thorns,v6.0.2-RE,v6.0.2-RE,Traduction (mod inclus),TERMINÉ,"3dcg, animated, bdsm, footjob, groping, male protagonist, masturbation, oral sex, romance, teasing, titfuck, vaginal sex",RenPy,Frelon71,,Traduction Automatique,true,https://attachments.f95zone.to/2021/07/1314464_Petal_Promo_Banner_Light.png,,
98719,F95z,A Promise Best Left Unkept,Bonus S2 Ep 9-11,Bonus S2 Ep 9-11,Traduction,TERMINÉ,"2dcg, big ass, big tits, cheating, corruption, female protagonist, groping, handjob, male protagonist, mobile game, multiple protagonist, netorare, vaginal sex",RenPy,andric31,,Traduction Automatique,true,https://attachments.f95zone.to/2021/11/1504969_main_menu.jpg,,
94386,F95z,A Queen Confined,Final,Intégrée,Intégrée,TERMINÉ,"2dcg, bdsm, big tits, group sex, humiliation, japanese game, male protagonist, milf, oral sex, point & click, simulator, spanking, trainer, vaginal sex",Unity,,,Traduction Automatique,true,https://attachments.f95zone.to/2021/09/1427605_RJ341746_img_main.jpg,,
87166,F95z,A Reflection In Your Eyes,Final,Final,Traduction,TERMINÉ,"3dcg, animated, exhibitionism, groping, handjob, male domination, male protagonist, masturbation, netorare, oral sex, paranormal, pov, romance, teasing, vaginal sex, virgin, voyeurism",RenPy,Fx_oO7,,Traduction Automatique,true,https://attachments.f95zone.to/2021/08/1373619_game_menu.png,,
233961,F95z,A Reunion Beyond Desire,v1.1 Fix,Intégrée,Intégrée,TERMINÉ,"3dcg, anal sex, bdsm, corruption, female domination, female protagonist, groping, lesbian, romance, sex toys, vaginal sex",RenPy,,,Traduction Humaine,true,https://attachments.f95zone.to/2024/11/4281901_banniere.png,,
146338,F95z,A Seduced Wife,v0.2.0,v0.2.0,Traduction,ABANDONNÉ,"3dcg, big tits, cheating, exhibitionism, female protagonist, groping, handjob, lesbian, masturbation, milf, oral sex, vaginal sex",RenPy,Fx_oO7,,Traduction Automatique,true,https://attachments.f95zone.to/2023/01/2371261_a-seduce-wife.png,,
177562,F95z,A Seduced Wife,v1.0,v1.0,Traduction,ABANDONNÉ,"3dcg, big ass, big tits, corruption, female protagonist, graphic violence, groping, lesbian, masturbation, milf, oral sex, teasing",RenPy,Fx_oO7,,Traduction Automatique,true,https://attachments.f95zone.to/2023/10/3017807_20.png,,
115436,F95z,A Shot in the Dark,Ch.4,Ch.4,Traduction,EN COURS,"3dcg, anal sex, animated, bdsm, big ass, big tits, dating sim, exhibitionism, female domination, footjob, groping, group sex, handjob, humor, interracial, lesbian, male protagonist, masturbation, milf, multiple endings, multiple penetration, oral sex, point & click, romance, sex toys, spanking, stripping, teasing, vaginal sex, virgin",RenPy,A7up Red,,Traduction Automatique,true,https://attachments.f95zone.to/2023/06/2696984_Untitled_1560__390_px_2.png,,
147733,F95z,A Small Home,v0.5,v0.5,Traduction,ABANDONNÉ,"2dcg, cheating, corruption, exhibitionism, groping, male protagonist, milf, netorare, teasing, voyeurism",RenPy,andric31,,Traduction Automatique,true,https://attachments.f95zone.to/2023/03/2463179_f951.png,,
266438,F95z,A Soldier's Struggle,v1.0 Steam,v1.0 Steam,Traduction,TERMINÉ,"3dcg, big ass, big tits, cheating, groping, group sex, handjob, humor, kinetic novel, male protagonist, masturbation, milf, oral sex, pregnancy, romance, teasing, vaginal sex, virgin, voyeurism",RenPy,RoadRenegat,,Traduction Humaine,true,https://attachments.f95zone.to/2025/08/5176101_Cover.png,,
70317,F95z,A Split Existence,v0.3,v0.3,Traduction,ABANDONNÉ,"3dcg, big ass, big tits, corruption, female domination, groping, humiliation, humor, interracial, male protagonist, masturbation, milf, paranormal, romance, voyeurism",RenPy,Franky28,━ ₭úʍᾰ :･ﾟ✧,Traduction Humaine,true,https://attachments.f95zone.to/2021/09/1446152_cover_1.gif,,
32136,F95z,A Struggle with Sin,v0.6.1.8a,v0.6.1.1b,Traduction,EN COURS,"2d game, 3dcg, adventure, anal sex, animated, big ass, big tits, cheating, combat, corruption, creampie, dilf, fantasy, futa/trans, groping, harem, interracial, lactation, male protagonist, masturbation, milf, monster girl, netorare, oral sex, pregnancy, prostitution, religion, romance, rpg, sandbox, sex toys, spanking, swinging, transformation, turn based combat, vaginal sex, virgin, voyeurism",RPGM,Jupiterwing,,Traduction Automatique,true,https://attachments.f95zone.to/2022/04/1777303_titlescreen_for_Patreon.jpg,,
154808,F95z,A Summer in Mexico,v0.2.6,v0.2.6,Traduction,EN COURS,"2dcg, bdsm, big ass, big tits, female domination, groping, group sex, handjob, male protagonist, masturbation, milf, mobile game, spanking, voyeurism",RenPy,Frelon71,,Traduction Automatique,true,https://attachments.f95zone.to/2023/04/2539937_1680495614120.png,,
50786,F95z,"A Summer's End — Hong Kong, 1986",v1.3,v1.3,Traduction,TERMINÉ,"2dcg, female protagonist, lesbian, multiple endings, oral sex, romance, teasing",RenPy,LeRebel71,,Traduction Semi-Automatique,true,https://attachments.f95zone.to/2020/04/644756_WwPXqe.png,,
30810,F95z,A Tale of Eden,Final,Final,Traduction,TERMINÉ,"3dcg, adventure, ahegao, bdsm, big tits, corruption, dating sim, exhibitionism, fantasy, furry, groping, handjob, humiliation, male protagonist, management, oral sex, possession, sex toys, spanking, trainer",RenPy,Pinpin007,,Traduction Semi-Automatique,true,https://attachments.f95zone.to/2019/05/323861_untitled.png.jpg,,
1433,F95z,A Town Uncovered,v1.04B,v1.04B,Traduction,TERMINÉ,"2dcg, ahegao, anal sex, animated, combat, creampie, exhibitionism, group sex, internal view, lactation, lesbian, male protagonist, milf, mobile game, oral sex, sandbox, titfuck, vaginal sex, voyeurism",RenPy,Fx_oO7,,Traduction Automatique,true,https://attachments.f95zone.to/2017/07/21201_rnUwt90pPCywbebQ1bgYjNcKEmZ0tdT2FgooEY9BWH2e12LVh1EgFgdwA6W56Hx4.jpg,,
5944,F95z,A Wife and Mother,P1 v0.152,P1 v0.152,Traduction,EN COURS,"3dcg, ai cg, animated, big ass, big tits, cheating, corruption, exhibitionism, female protagonist, groping, humiliation, lesbian, masturbation, milf, oral sex, romance, sex toys, spanking, teasing, vaginal sex, virgin, voyeurism",RenPy,andric31,,Traduction Automatique,false,https://attachments.f95zone.to/2019/04/292373_AWAM2.jpg,,
5944,F95z,A Wife and Mother,P2 v0.230a + P1 v0.152,P2 v0.230a + P1 v0.152,Traduction,EN COURS,"3dcg, ai cg, animated, big ass, big tits, cheating, corruption, exhibitionism, female protagonist, groping, humiliation, lesbian, masturbation, milf, oral sex, romance, sex toys, spanking, teasing, vaginal sex, virgin, voyeurism",RenPy,Frelon71,,Traduction Automatique,true,https://attachments.f95zone.to/2019/04/292373_AWAM2.jpg,,
62869,F95z,A Wife and Mother Fan Game,v0.8,v0.8,Traduction,EN COURS,"3dcg, big ass, big tits, corruption, exhibitionism, female domination, female protagonist, group sex, kinetic novel, lesbian, masturbation, milf, mobile game, oral sex, romance, vaginal sex, voyeurism",RenPy,Frelon71,,Traduction Automatique,true,https://attachments.f95zone.to/2022/04/1767035_852643_Screenshot_2020-09-28_192202.jpg,,
85196,F95z,A.I.D.A,v0.699,v0.699,Traduction,EN COURS,"2d game, 2dcg, anal sex, animated, big ass, big tits, creampie, female protagonist, futa/trans, futa/trans protagonist, lactation, parody, sci-fi, sex toys, tentacles, titfuck, vaginal sex",RPGM,Fx_oO7,,Traduction Automatique,true,https://attachments.f95zone.to/2021/06/1261568_ITCH_Aida.png,,
62139,F95z,A.O.A. Academy,Ch.5 Gold,Ch.5 Gold,Traduction,ABANDONNÉ,"3dcg, animated, big ass, big tits, creampie, graphic violence, handjob, harem, male protagonist, masturbation, milf, multiple endings, oral sex, point & click, pov, romance, stripping, teasing, vaginal sex, virgin",RenPy,Frelon71,,Traduction Automatique,true,https://attachments.f95zone.to/2020/09/838718_AOA_Girls.jpg,,
62139,F95z,A.O.A. Academy christmas special,Rebecca's Christmas,Rebecca's Christmas,Traduction,ABANDONNÉ,"3dcg, animated, big ass, big tits, creampie, graphic violence, handjob, harem, male protagonist, masturbation, milf, multiple endings, oral sex, point & click, pov, romance, school setting, stripping, teasing, vaginal sex, virgin",RenPy,Tomberaid,,Traduction Humaine,false,https://attachments.f95zone.to/2020/09/838718_AOA_Girls.jpg,,
14627,F95z,Aaron's Life,v0.1c,v0.1c,Traduction,ABANDONNÉ,"2dcg, big ass, corruption, dating sim, exhibitionism, groping, group sex, handjob, male protagonist, milf, oral sex",RenPy,andric31,,Traduction Automatique,true,https://attachments.f95zone.to/2018/07/132481_PORTADA-01.png,,
