id,site,nom,version,trad_version,lien_trad,statut,tags,type_moteur,traducteur,relecteur,type_trad,ac,image_url,trad_url,translator_url
289795,F95z,From Aristocrat's Pet to Culinary Queen,Final,Intégrée,Intégrée,TERMINÉ,"2dcg, ahegao, ai cg, anal sex, bdsm, exhibitionism, female protagonist, group sex, management, oral sex, simulator, teasing, vaginal sex",Unity,,Envy*,Traduction Humaine,true,https://attachments.f95zone.to/2026/03/5810695_cover.jpg,,
76296,F95z,Frozen Past,v0.41,Intégrée,Intégrée,EN COURS,"3dcg, animated, female domination, futa/trans, graphic violence, handjob, male protagonist, masturbation, mobile game, oral sex, romance, sandbox, teasing, vaginal sex, voyeurism",RenPy,Leonave,,VO Française,true,https://attachments.f95zone.to/2021/09/1443434_BaniereF95.png,,
217692,F95z,Furry Femmes: Making an Obedient Bitch,Final,Final,Traduction,TERMINÉ,"2dcg, bdsm, corruption, furry, humiliation, male protagonist, netorare, oral sex, transformation, vaginal sex",RenPy,andric31,,Traduction Automatique,true,https://attachments.f95zone.to/2024/07/3879994_cover.jpg,,
29365,F95z,Furry Girl,v1.01+2 dlc,Intégrée,Intégrée,TERMINÉ,"2dcg, exhibitionism, furry, puzzle, teasing",Unity,,,Traduction Automatique,true,https://attachments.f95zone.to/2019/04/303903_header.jpg,,
46549,F95z,Furry Stories: Alpha-Male,v0.7z,Intégrée,Intégrée,ABANDONNÉ,"2d game, 2dcg, adventure, anal sex, bdsm, creampie, fantasy, furry, gay, male protagonist, masturbation, oral sex, puzzle",Unity,,,Traduction Humaine,true,https://attachments.f95zone.to/2020/02/578605_header.jpg,,
194588,F95z,Furtown: New Beginnings,v0.20,v0.19,Traduction,EN COURS,"2dcg, animated, big ass, big tits, corruption, female domination, furry, handjob, harem, male domination, male protagonist, masturbation, milf, mobile game, romance, sandbox, sex toys, teasing, voyeurism",RenPy,Frelon31,,Traduction Automatique,true,https://attachments.f95zone.to/2024/02/3391865_1708345700351.png,,
207902,F95z,Futa Dominium,v0.3,Intégrée,Intégrée,EN COURS,"3dcg, ahegao, anal sex, big tits, bukkake, creampie, female domination, female protagonist, futa/trans, groping, group sex, handjob, humiliation, interracial, lesbian, masturbation, milf, multiple penetration, oral sex, pregnancy, vaginal sex",RenPy,,,Traduction Humaine,true,https://attachments.f95zone.to/2024/12/4350388_fhjkyk-2.jpg,,
125074,F95z,Futa Family,v0.2.44,v0.2.44,Traduction,EN COURS,"3dcg, anal sex, animated, big ass, big tits, female domination, footjob, futa/trans, group sex, handjob, internal view, lesbian, male protagonist, masturbation, monster girl, multiple penetration, netorare, oral sex, pregnancy, sex toys, teasing, tentacles, titfuck, urination, vaginal sex, virgin",RPGM,Envy*,,Traduction Automatique,true,https://attachments.f95zone.to/2023/01/2372086_1674998961372.png,,
23007,F95z,Futa Forest,v1.0,v1.0,Traduction,TERMINÉ,"2dcg, anal sex, fantasy, futa/trans, male protagonist, multiple endings",RenPy,andric31,,Traduction Automatique,false,https://attachments.f95zone.to/2018/12/220782_Futa_Forest.jpg,,
280954,F95z,Futa Fucks Femboys,Pre Alpha v0.030,Intégrée,Intégrée,EN COURS,"2dcg, ai cg, anal sex, animated, big ass, big tits, creampie, fantasy, female protagonist, futa/trans protagonist, humor, monster girl, oral sex, rpg, transformation, trap",Unity,,Envy*,Traduction Humaine,false,https://attachments.f95zone.to/2025/12/5571363_1766166809528.png,,
48976,F95z,Futa Groves,v1.0,v1.0,Traduction,TERMINÉ,"3dcg, anal sex, big ass, big tits, female domination, futa/trans, group sex, kinetic novel, male protagonist, sissification, transformation, voyeurism",RenPy,Virusf,,Traduction Automatique,true,https://attachments.f95zone.to/2020/03/617081_intropic.png,,
254812,F95z,Futa Healthcare,v0.4,v0.4,Traduction,EN COURS,"3dcg, anal sex, animated, big tits, exhibitionism, female domination, futa/trans, groping, handjob, interracial, male protagonist, masturbation, milf, multiple protagonist, oral sex, sex toys, teasing",RenPy,Virusf,,Traduction Automatique,true,https://attachments.f95zone.to/2025/05/4853932_CoverImage.jpg,,
197891,F95z,Futa Inn,v0.8.5,Intégrée,Intégrée,EN COURS,"2dcg, anal sex, corruption, dating sim, fantasy, female domination, futa/trans, humiliation, male protagonist, mobile game, monster girl, oral sex, romance, rpg, sissification, teasing, urination, virgin, voyeurism",RenPy,,Envy*,Traduction Humaine,true,https://attachments.f95zone.to/2024/03/3432703_banner.jpg,,
25429,F95z,Futa Quest,v2.15,v2.15,Traduction,EN COURS,"2d game, 2dcg, anal sex, animated, bdsm, big ass, big tits, footjob, futa/trans, futa/trans protagonist, mobile game, netorare, oral sex, parody, pregnancy, sex toys, titfuck, vaginal sex",RPGM,Fx_oO7,,Traduction Automatique,true,https://attachments.f95zone.to/2019/02/255856_255646_FQ_ban.jpg,,
231735,F95z,Futa School,v1.0,v1.0,Traduction,TERMINÉ,"2d game, 3dcg, ahegao, anal sex, animated, big ass, big tits, creampie, female protagonist, futa/trans, group sex, lesbian, masturbation, multiple endings, multiple penetration, oral sex, sex toys, vaginal sex",RPGM,Envy*,,Traduction Automatique,true,https://attachments.f95zone.to/2025/02/4595595_f95_banner_2.jpg,,
173314,F95z,Futa's World of NTR,v1.5.1,v1.4.1,Traduction,EN COURS,"3dcg, ahegao, animated, big ass, big tits, cheating, creampie, futa/trans, futa/trans protagonist, groping, masturbation, netorare, oral sex, titfuck, vaginal sex",RenPy,Frelon31,,Traduction Automatique,true,https://attachments.f95zone.to/2023/09/2921321_Cover_1180x580.png,,
1780,F95z,Futadom World: Binding Sim,v0.9.9,v0.9.9,Traduction (mod inclus),EN COURS,"2dcg, anal sex, animated, bdsm, big tits, creampie, dating sim, dystopian setting, female domination, futa/trans, gay, group sex, male protagonist, mobile game, oral sex, rpg, sandbox, sci-fi, sissification",RenPy,Envy*,,Traduction Automatique,false,https://attachments.f95zone.to/2017/08/24619_eK0KdgA_wBH39IMbezcvSKv986HQ3omAG_B84U76w4HWm7JG92etaPBc7ioAKYjd.jpg,,
165547,F95z,Futaisekai - A Tale of Unintended Fate,v0.26,v0.26,Traduction,EN COURS,"3dcg, adventure, anal sex, animated, big ass, big tits, creampie, fantasy, female domination, futa/trans, group sex, humiliation, lesbian, male protagonist, mobile game, monster girl, oral sex, parody, sandbox, vaginal sex",RenPy,Virusf,,Traduction Automatique,true,https://attachments.f95zone.to/2023/06/2757546_1688106984230.jpg,,
186238,F95z,Futanari College,Ep.1,Ep.1,Traduction,ABANDONNÉ,"3dcg, female domination, futa/trans, group sex, handjob, male protagonist, oral sex",RenPy,Virusf,,Traduction Automatique,true,https://attachments.f95zone.to/2023/12/3219638_Banner.jpg,,
190013,F95z,Futanari Tales,v1.0,v1.0,Traduction,TERMINÉ,"3dcg, bdsm, female domination, futa/trans, humiliation, male protagonist, oral sex",RenPy,Virusf,,Traduction Automatique,true,https://attachments.f95zone.to/2024/01/3313413_main_menu.png,,
268104,F95z,Futanari Uniform Girl,v1.07,v1.07,Traduction,TERMINÉ,"2d game, 2dcg, adventure, ahegao, anal sex, big ass, big tits, bukkake, censored, corruption, creampie, fantasy, female domination, futa/trans, futa/trans protagonist, handjob, humiliation, japanese game, lesbian, milf, oral sex, romance, spanking, teasing, titfuck, turn based combat, voiced",RPGM,Envy*,,Traduction Automatique,true,https://attachments.f95zone.to/2025/08/5220319_1756329111676.png,,
281029,F95z,Futanari Uniform Girl RPG,v1.01,v1.01,Traduction,TERMINÉ,"2d game, 2dcg, censored, creampie, fantasy, female protagonist, futa/trans protagonist, japanese game, lesbian, male domination, monster girl, oral sex, rpg, sandbox, vaginal sex, virgin",RPGM,Envy*,,Traduction Automatique,true,https://attachments.f95zone.to/2025/12/5570909_7c3f5e6a2f229f3ea68520b020f27a6c.jpg,,
246876,F95z,FutaOS,v0.5.5,Intégrée,Intégrée,EN COURS,"2dcg, big ass, big tits, dating sim, female domination, futa/trans, mobile game, romance, simulator, teasing",RenPy,,Envy*,Traduction Semi-Automatique,true,https://attachments.f95zone.to/2025/03/4630887_FutaOSbanner.png,,
34517,F95z,FutaRoMa Sanji,Final,Final,Traduction,TERMINÉ,"2dcg, ahegao, anal sex, big tits, creampie, exhibitionism, futa/trans, futa/trans protagonist, groping, handjob, masturbation, multiple endings, oral sex, teasing, trap, vaginal sex, voyeurism",RenPy,andric31,,Traduction Automatique,true,https://attachments.f95zone.to/2019/08/377917_futaroma3_Artist_-_Kurenai_Yuuji.png,,
20193,F95z,Galaxy,v1.4,Intégrée,Intégrée,ABANDONNÉ,"3dcg, creampie, group sex, male protagonist, oral sex, sci-fi, titfuck, vaginal sex",RenPy,,,Traduction Humaine,true,https://attachments.f95zone.to/2018/11/185556_Galaxy_2018-11-05_17-22-25.png,,
159512,F95z,Game of Hearts,Steam R1,Steam R1,Traduction,TERMINÉ,"3dcg, ahegao, animated, big ass, big tits, cheating, corruption, creampie, group sex, harem, male protagonist, milf, oral sex, paranormal, prostitution, romance, stripping, superpowers, teasing, transformation, vaginal sex",RenPy,Jupiterwing,,Traduction Automatique,true,https://attachments.f95zone.to/2023/11/3075506_All_halo_WP_banner.jpg,,
917,F95z,Game of Whores,v0.32.1,v0.32.1,Traduction,EN COURS,"2dcg, ahegao, anal sex, animated, bdsm, big tits, bukkake, corruption, creampie, dating sim, exhibitionism, fantasy, footjob, groping, group sex, handjob, harem, humiliation, lesbian, male protagonist, management, masturbation, milf, mobile game, multiple penetration, oral sex, parody, point & click, prostitution, sex toys, spanking, stripping, teasing, titfuck, trainer, vaginal sex, voyeurism",RenPy,Frelon71,,Traduction Automatique,true,https://attachments.f95zone.to/2021/12/1566917_GoW.jpg,,
279060,F95z,Gamer Girl Adventure,Final,Intégrée,Intégrée,TERMINÉ,"3dcg, adventure, anal sex, big ass, big tits, bukkake, cheating, cosplay, creampie, exhibitionism, female domination, female protagonist, futa/trans, group sex, handjob, humor, lesbian, masturbation, milf, oral sex, puzzle, stripping, titfuck, vaginal sex, voiced, voyeurism",RenPy,,,À tester,true,https://attachments.f95zone.to/2025/11/5514026_Gamer_Girl_Adventure_cover.jpg,,
205124,F95z,Games of Depravity: The Motel,v1.00,v1.00,Traduction,TERMINÉ,"3dcg, anal sex, big ass, big tits, female protagonist, groping, group sex, interracial, kinetic novel, multiple penetration, oral sex, prostitution, sex toys, titfuck, vaginal sex",RenPy,andric31,,Traduction Automatique,true,https://attachments.f95zone.to/2024/04/3592737_F95_Banner.png,,
495,F95z,Gates: The Opening,v1.0,v1.0,Traduction,TERMINÉ,"3dcg, adventure, anal sex, bukkake, cheating, group sex, handjob, lesbian, male protagonist, masturbation, oral sex, spanking, vaginal sex, virgin, voyeurism",RPGM,andric31,,Traduction Automatique,true,https://attachments.f95zone.to/2017/08/25165_9LJYMC8W4xrREQRW2Cp9hpMPQDEiBqt0oAE7SJxlZkelCUImk7EbdXatlBUNNLeR_large_2.jpg,,
35156,F95z,Gem Blast,v5.0,v5.0,Traduction,TERMINÉ,"2dcg, big ass, big tits, handjob, harem, male protagonist, milf, multiple endings, oral sex, parody, titfuck",RenPy,andric31,,Traduction Automatique,true,https://attachments.f95zone.to/2020/01/521747_7fGKrX4nqJsMrj9FwU7ECuGEkQZ0jGzCjkRLREFHnzser8TYYAWkJgaR3cbFVaCG_large_2.png,,
210888,F95z,Gemini,v1.0,Intégrée,Intégrée,TERMINÉ,"3dcg, anal sex, big ass, big tits, creampie, female protagonist, lesbian, male protagonist, oral sex, paranormal, vaginal sex",RenPy,,,Traduction Semi-Automatique,true,https://attachments.f95zone.to/2024/06/3728084_gtitle.jpg,,
18952,F95z,Genlock's Quest,v1.0,v1.0,Traduction,ABANDONNÉ,"2dcg, anal sex, combat, fantasy, group sex, male protagonist, multiple penetration, oral sex, parody, rpg, titfuck",RenPy,andric31,,Traduction Automatique,true,https://attachments.f95zone.to/2018/10/170283_intro_1.png,,
234031,F95z,Getaway with My Sisters,Final,Final,Traduction,TERMINÉ,"3dcg, anal sex, group sex, handjob, kinetic novel, lesbian, male protagonist, oral sex, vaginal sex",RenPy,LeRebel71,,Traduction Humaine,true,https://attachments.f95zone.to/2024/11/4283401_0YaxaR.png,,
,Autre,Getting Close To My Cousin,1.3,1.3,Traduction,EN COURS,"2dcg, creampie, handjob, masturbation, oral sex, vaginal sex, voyeurism",RenPy,andric31,,Traduction Automatique,false,https://attachments.f95zone.to/2017/07/21291_screent2.png,,
246537,F95z,Getting Inside Hentai Story,v1.0,Intégrée,Intégrée,TERMINÉ,"2dcg, ai cg, animated, big ass, big tits, creampie, dating sim, fantasy, groping, harem, male protagonist, masturbation, milf, mobile game, oral sex, romance, sex toys, vaginal sex, voiced, voyeurism",RenPy,,Envy*,Traduction Humaine,true,https://attachments.f95zone.to/2025/08/5191563__GameCover.jpg,,
191163,F95z,Getting Intimate,Ch.2 Part C,Ch.2 Part B Ext,Traduction,EN COURS,"3dcg, animated, big ass, big tits, creampie, dating sim, footjob, handjob, humor, male protagonist, milf, oral sex, point & click, romance, stripping, teasing, vaginal sex",RenPy,WCKD_FOX,,Traduction Humaine,true,https://attachments.f95zone.to/2024/02/3339141_GIBanner2.jpg,,
10122,F95z,Getting to Know Christine,v1.0,Intégrée,Intégrée,TERMINÉ,"3dcg, bukkake, exhibitionism, group sex, interracial, lesbian, male protagonist, oral sex, vaginal sex, voyeurism",HTLM,,,Traduction Automatique,true,https://attachments.f95zone.to/2018/03/86965_christine_bar1.jpg,,
52477,F95z,Ghost Love,v1.0,v1.0,Traduction,TERMINÉ,"2dcg, group sex, handjob, kinetic novel, male protagonist, romance, vaginal sex",RenPy,andric31,,Traduction Automatique,true,https://attachments.f95zone.to/2020/05/674087_GnKdnO.png,,
41328,F95z,GIPIA,v6.8.2,Intégrée,Intégrée,ABANDONNÉ,"2dcg, fantasy, female protagonist, lesbian, romance",Autre,,,Traduction Automatique,true,https://attachments.f95zone.to/2019/11/488467_Series_banner.png,,
18961,LewdCorner,Girl Scout Island,v0.9.1,v0.9.1,Traduction,TERMINÉ,"ai cg, anal sex, bdsm, exhibitionism, group sex, handjob, harem, impregnation, incest, interracial, lesbian, loli, male protagonist, maledom, oral sex, pet play, point & click, pregnancy, sex toys, vaginal sex, virgin, voyeurism",RenPy,Nemerof,,Traduction Semi-Automatique,false,https://lewdcorner.com/attachments/banner-png.670317/,,
203900,F95z,Girlfriend,v4.25,v4.25,Traduction,EN COURS,"3dcg, animated, big ass, big tits, dating sim, groping, handjob, interracial, male protagonist, milf, netorare, oral sex, romance, sex toys, swinging, teasing, vaginal sex, voyeurism",RenPy,DaitenShi,,Traduction Automatique,true,https://attachments.f95zone.to/2026/02/5769615_1771618825367.png,,
80242,F95z,Girlfriend Tapes,v0.9,v0.9,Traduction,ABANDONNÉ,"2dcg, ahegao, big ass, big tits, creampie, exhibitionism, footjob, group sex, humiliation, male protagonist, mobile game, netorare, oral sex, sex toys, vaginal sex, voyeurism",RenPy,andric31,,Traduction Automatique,true,https://attachments.f95zone.to/2022/05/1822288_1741270_b2.jpg,,
113783,F95z,Girls Have Dreams,v1.0,Intégrée,Intégrée,EN COURS,"3dcg, anal sex, animated, big tits, fantasy, female protagonist, lesbian, milf, mobile game, virgin",RenPy,Jason Lecoeur,,VO Française,true,https://attachments.f95zone.to/2022/04/1775890_banner_F95_GHD.jpg,,
17198,LewdCorner,Girls on a Train,1.0,1.0,Traduction,TERMINÉ,"3dcg, anal sex, animated, creampie, exhibitionism, group sex, loli, male protagonist, masturbation, milf, mobile game, oral sex, spanking, teasing",RenPy,andric31,,Traduction Automatique,false,https://lewdcorner.com/attachments/1745185946413-png.590296/,,
127217,F95z,Give Me a Sun,v7.5,v7.5,Traduction (mod inclus),EN COURS,"3dcg, adventure, big ass, big tits, fantasy, female protagonist, graphic violence, groping, harem, lesbian, masturbation, mobile game, monster girl, oral sex, point & click, romance, sci-fi, superpowers, teasing, vaginal sex",RenPy,DaitenShi,,Traduction Automatique,true,https://attachments.f95zone.to/2023/03/2459435_1677881036658.png,,
222,F95z,Glassix,v1.0.4 Public,Intégrée,Intégrée,TERMINÉ,"3dcg, anal sex, bdsm, exhibitionism, footjob, futa/trans, group sex, handjob, harem, humiliation, male domination, male protagonist, masturbation, milf, mobile game, multiple endings, multiple penetration, oral sex, pregnancy, prostitution, sandbox, urination, vaginal sex, virgin, voyeurism",Autre,,,Traduction Humaine,true,https://attachments.f95zone.to/2018/08/148332_banner.jpg,,
136025,F95z,Glowing Stones : Heroes' Awakening,Ch.6,Intégrée,Intégrée,EN COURS,"3dcg, animated, big ass, big tits, handjob, harem, male protagonist, masturbation, mobile game, oral sex, pov, romance, superpowers, teasing, vaginal sex",RenPy,MoonlightDevCorp,,VO Française,true,https://attachments.f95zone.to/2023/02/2406457_Banniere2.jpg,,
198840,F95z,Go!Go!PizzaBoy!,v0.1.9,v0.1.9,Traduction,EN COURS,"3dcg, adventure, ahegao, anal sex, animated, bdsm, big ass, big tits, corruption, cosplay, creampie, fantasy, footjob, groping, handjob, harem, humor, male protagonist, masturbation, milf, mobile game, oral sex, paranormal, parody, pov, romance, sandbox, teasing, titfuck, transformation, vaginal sex",RenPy,Frelon31,,Traduction Automatique,true,https://attachments.f95zone.to/2025/03/4667788_0011.png,,
190113,F95z,Goblin Gangbang,v1.0,Intégrée,Intégrée,TERMINÉ,"3dcg, anal sex, female protagonist, group sex, kinetic novel, multiple penetration, oral sex, vaginal sex",RenPy,,,Traduction Semi-Automatique,true,https://attachments.f95zone.to/2024/01/3315714_1706117146360.png,,
38151,F95z,Goddess Realm,v1.0,v1.0,Traduction,TERMINÉ,"2dcg, anal sex, bdsm, creampie, fantasy, group sex, handjob, male domination, male protagonist, milf, monster girl, multiple penetration, oral sex, parody, prostitution, sandbox, vaginal sex",RenPy,Frelon71,,Traduction Automatique,true,https://attachments.f95zone.to/2021/06/1249192_Banner_large_2.jpg,,
101869,F95z,Goddesses' Whim,v0.4.5b,v0.4.5b,Traduction,EN COURS,"3dcg, ahegao, anal sex, animated, big ass, big tits, creampie, dating sim, fantasy, female domination, footjob, group sex, handjob, harem, male protagonist, masturbation, oral sex, point & click, romance, sandbox, stripping, teasing, titfuck, urination, vaginal sex, virgin, voyeurism",RenPy,Frelon31,,Traduction Automatique,true,https://attachments.f95zone.to/2023/12/3178891_1702054026543.png,,
82650,F95z,Godson Remake,v0.2.1,v0.2.1,Traduction,EN COURS,"3dcg, adventure, ahegao, anal sex, animated, big ass, big tits, exhibitionism, fantasy, harem, humor, male protagonist, masturbation, milf, oral sex, romance, rpg, sex toys, spanking, stripping, titfuck, vaginal sex, voyeurism",RenPy,andric31,,Traduction Automatique,true,https://attachments.f95zone.to/2023/09/2959237_Cover_Art.jpg,,
21916,F95z,"Goes Around, Cums Around",v1.0,v1.0,Traduction,TERMINÉ,"3dcg, animated, cheating, male protagonist, romance, vaginal sex",RenPy,LeRebel71,,Traduction Semi-Automatique,true,https://attachments.f95zone.to/2018/12/206562_206514_Goes_Around_Tittle_2.jpg,,
139553,F95z,Going for Goal,v0.14,v0.14,Traduction (mod inclus),EN COURS,"3dcg, animated, big ass, big tits, creampie, harem, male protagonist, masturbation, milf, oral sex, romance, teasing, vaginal sex, virgin, voyeurism",RenPy,Frelon71,,Traduction Automatique,true,https://attachments.f95zone.to/2023/02/2446456_harem.png,,
144910,F95z,Going Over,v1.1,v1.1,Traduction,TERMINÉ,"3dcg, anal sex, animated, big ass, big tits, creampie, female domination, futa/trans, futa/trans protagonist, groping, group sex, lesbian, multiple penetration, oral sex, parody, teasing, vaginal sex",RenPy,Frelon71,,Traduction Automatique,true,https://attachments.f95zone.to/2025/02/4579762_1739634533454.png,,
92601,F95z,Going Rogue,Ch.7 Deluxe,Ch.7 Deluxe,Traduction,TERMINÉ,"3dcg, anal sex, animated, big ass, big tits, combat, creampie, dating sim, exhibitionism, groping, handjob, humiliation, male protagonist, masturbation, milf, mobile game, netorare, oral sex, point & click, prostitution, romance, spanking, swinging, teasing, vaginal sex",RenPy,Tomberaid,,Traduction Humaine,true,https://attachments.f95zone.to/2022/01/1598854_upper.jpg,,
132779,F95z,Golden Mean,v0.6,v0.6,Traduction,EN COURS,"3dcg, anal sex, animated, big ass, big tits, corruption, creampie, exhibitionism, groping, group sex, handjob, humiliation, internal view, interracial, lactation, lesbian, male protagonist, milf, mobile game, netorare, oral sex, paranormal, pov, prostitution, religion, sandbox, sex toys, stripping, swinging, teasing, titfuck, vaginal sex, voyeurism",RenPy,andric31,,Traduction Automatique,true,https://attachments.f95zone.to/2022/10/2105650_f95gmb.png,,
2633,F95z,Good Girl Gone Bad,v1.2 Jasmin DLC,v1.2 Jasmin DLC,Traduction,TERMINÉ,"2dcg, anal sex, bdsm, big ass, big tits, blackmail, cheating, corruption, creampie, dating sim, dilf, drugs, exhibitionism, female domination, female protagonist, futa/trans, groping, group sex, handjob, humiliation, incest, interracial, lesbian, male domination, masturbation, milf, multiple endings, multiple penetration, oral sex, point & click, pregnancy, romance, sex toys, stripping, teasing, titfuck, vaginal sex, voyeurism",RenPy,smirold,,Traduction Automatique,true,https://attachments.f95zone.to/2018/03/87156_GGGB1.jpg,,
283647,F95z,Good Luke,Alpha v1.0.0,Intégrée,Intégrée,EN COURS,"3dcg, animated, big tits, creampie, groping, handjob, male protagonist, milf, mobile game, oral sex, point & click, sandbox, sex toys, teasing, vaginal sex, voiced, voyeurism",RenPy,Traducteur Anonyme,,Traduction Semi-Automatique,true,https://attachments.f95zone.to/2026/01/5645229_Good_Luke_The_Game_-_Visual_Key.jpg,,
82497,F95z,Goodbye Eternity,v0.13.5,Intégrée,Intégrée,EN COURS,"2dcg, adventure, ahegao, anal sex, animated, big tits, corruption, creampie, dating sim, female domination, handjob, harem, humor, male domination, male protagonist, masturbation, milf, mobile game, oral sex, point & click, romance, sandbox, teasing, vaginal sex, virgin",Autre,,,Traduction Humaine,true,https://attachments.f95zone.to/2025/03/4625675_Banner.jpg,,
25782,F95z,Goons Raid Her,v1.0.2,v1.0.2,Traduction,TERMINÉ,"2d game, 3dcg, adventure, anal sex, animated, corruption, group sex, male protagonist, oral sex, parody, pregnancy, puzzle, side-scroller, vaginal sex, virgin, voyeurism",Unity,jean_82,,Traduction Semi-Automatique,true,https://attachments.f95zone.to/2019/08/389311_GRH-ban.jpg,,
31192,F95z,Goss_IP volume 1,v0.99,v0.99,Traduction,TERMINÉ,"2dcg, adventure, anal sex, big ass, big tits, cheating, creampie, female domination, futa/trans protagonist, graphic violence, handjob, humiliation, humor, interracial, lesbian, male protagonist, masturbation, milf, mobile game, multiple endings, multiple penetration, multiple protagonist, oral sex, prostitution, sex toys, vaginal sex, voyeurism",RenPy,andric31,,Traduction Automatique,true,https://attachments.f95zone.to/2020/11/916320_GossIPvol1cover.png,,
94140,F95z,Grandma's House,Part 5 v0.81,Part 5 v0.81,Traduction (mod inclus),TERMINÉ,"3dcg, ahegao, anal sex, big ass, big tits, cheating, cosplay, creampie, female domination, footjob, groping, group sex, handjob, harem, humor, interracial, lactation, lesbian, male domination, male protagonist, masturbation, milf, mobile game, multiple penetration, oral sex, pov, pregnancy, prostitution, romance, sex toys, spanking, teasing, titfuck, urination, vaginal sex, virgin",RenPy,Frelon71,,Traduction Automatique,false,https://attachments.f95zone.to/2023/11/3141560_cover.jpg,,
94140,F95z,Grandma's House,Part.1 v0.16,Part.1 v0.16,Traduction,TERMINÉ,"3dcg, ahegao, anal sex, big ass, big tits, cheating, cosplay, creampie, female domination, footjob, groping, group sex, handjob, harem, humor, incest, interracial, lactation, lesbian, male domination, male protagonist, masturbation, milf, mobile game, multiple penetration, oral sex, pov, pregnancy, prostitution, romance, sex toys, sleep sex, spanking, teasing, titfuck, twins, urination, vaginal sex, virgin",RenPy,Laurent Rochette,,Traduction Semi-Automatique,false,https://attachments.f95zone.to/2023/11/3141560_cover.jpg,,
94140,F95z,Grandma's House,Part.2 v0.37,Part.2 v0.37,Traduction,TERMINÉ,"3dcg, ahegao, anal sex, big ass, big tits, cheating, cosplay, creampie, female domination, footjob, groping, group sex, handjob, harem, humor, incest, interracial, lactation, lesbian, male domination, male protagonist, masturbation, milf, mobile game, multiple penetration, oral sex, pov, pregnancy, prostitution, romance, sex toys, sleep sex, spanking, teasing, titfuck, twins, urination, vaginal sex, virgin",RenPy,Laurent Rochette,,Traduction Semi-Automatique,false,https://attachments.f95zone.to/2023/11/3141560_cover.jpg,,
94140,F95z,Grandma's House,Part 3 v0.53,Part 3 v0.53,Traduction (mod inclus),TERMINÉ,"3dcg, ahegao, anal sex, big ass, big tits, cheating, cosplay, creampie, female domination, footjob, groping, group sex, handjob, harem, humor, interracial, lactation, lesbian, male domination, male protagonist, masturbation, milf, mobile game, multiple penetration, oral sex, pov, pregnancy, prostitution, romance, sex toys, spanking, teasing, titfuck, urination, vaginal sex, virgin",RenPy,Laurent Rochette,,Traduction Semi-Automatique,false,https://attachments.f95zone.to/2023/11/3141560_cover.jpg,,
94140,F95z,Grandma's House,Part 7 v0.100,Part 7 v0.99,Traduction (mod inclus),EN COURS,"3dcg, ahegao, anal sex, big ass, big tits, cheating, cosplay, creampie, female domination, footjob, groping, group sex, handjob, harem, humor, interracial, lactation, lesbian, male domination, male protagonist, masturbation, milf, mobile game, multiple penetration, oral sex, pov, pregnancy, prostitution, romance, sex toys, spanking, teasing, titfuck, urination, vaginal sex, virgin",RenPy,Frelon71,,Traduction Automatique,true,https://attachments.f95zone.to/2023/11/3141560_cover.jpg,,
94140,F95z,Grandma's House,Part 6 v0.95,Part 6 v0.95,Traduction (mod inclus),TERMINÉ,"3dcg, ahegao, anal sex, big ass, big tits, cheating, cosplay, creampie, female domination, footjob, groping, group sex, handjob, harem, humor, interracial, lactation, lesbian, male domination, male protagonist, masturbation, milf, mobile game, multiple penetration, oral sex, pov, pregnancy, prostitution, romance, sex toys, spanking, teasing, titfuck, urination, vaginal sex, virgin",RenPy,Frelon71,,Traduction Automatique,false,https://attachments.f95zone.to/2023/11/3141560_cover.jpg,,
94140,F95z,Grandma's House,Part 4 v0.68,Part 4 v0.68,Traduction (mod inclus),TERMINÉ,"3dcg, ahegao, anal sex, big ass, big tits, cheating, cosplay, creampie, female domination, footjob, groping, group sex, handjob, harem, humor, interracial, lactation, lesbian, male domination, male protagonist, masturbation, milf, mobile game, multiple penetration, oral sex, pov, pregnancy, prostitution, romance, sex toys, spanking, teasing, titfuck, urination, vaginal sex, virgin",RenPy,Frelon71,,Traduction Automatique,false,https://attachments.f95zone.to/2023/11/3141560_cover.jpg,,
174404,F95z,Grandma's House: College Days,v2.0,v2.0,Traduction,TERMINÉ,"3dcg, animated, big ass, big tits, cheating, creampie, kinetic novel, male domination, male protagonist, milf, mobile game, oral sex, vaginal sex",RenPy,Frelon71,,Traduction Automatique,true,https://attachments.f95zone.to/2023/10/3047266_GHCD_menu_-_Copy.jpg,,
14857,F95z,Grant My Wish,v1.0,v1.0,Traduction,TERMINÉ,"2dcg, corruption, male domination, male protagonist, oral sex, vaginal sex, voyeurism",RenPy,andric31,,Traduction Automatique,true,https://attachments.f95zone.to/2018/07/134416_2.png,,
55803,F95z,Gravity Files,v1.1 Full,v1.1 Full,Traduction,ABANDONNÉ,"2dcg, adventure, big ass, big tits, creampie, dating sim, fantasy, group sex, male protagonist, masturbation, netorare, oral sex, parody, romance, teasing, vaginal sex, voyeurism",RenPy,andric31,,Traduction Automatique,true,https://attachments.f95zone.to/2020/07/728360_gravity-files_banner.jpeg,,
222010,F95z,Growing Problems,v0.1,Intégrée,Intégrée,ABANDONNÉ,"3dcg, big tits, kinetic novel, male protagonist, masturbation, milf, teasing",RenPy,Rory-Mercury91,,Traduction Semi-Automatique,true,https://attachments.f95zone.to/2024/08/3985429_GP_Itchio.png,,
